UID,SFDC Account ID,Portal,Name,EmailDomain,In Deals,Allocated,Declined/Pass,Other
5879091985,,BoW,"Mariner Investment Group, LLC",marinercapital.com,0,0,0,0
5830613795,,BoW,Midwest Bank,midwestbank.com,0,0,0,0
620081647,,BoW,"Murray, Devine & Co., Inc",murraydevine.com,0,0,0,0
7391797747,,BoW,Pacific Life Insurance Company,pacificlife.com,1,0,1,0
7448719901,,BoW,Platinum Equity Group,platinumequity.com,0,0,0,0
60718308,,BoW,Principal Capital,principal.com,0,0,0,0
3369007279,,BoW,"Saybrook Capital, LLC",saybrook.net,0,0,0,0
3028872522,,BoW,Seneca Capital Management,senecacap.com,0,0,0,0
841117508,,BoW,Situs Companies,situs.com,1,1,0,0
3455823538,,BoW,Turn Around Capital Managment,turnaroundcap.com,0,0,0,0
9821060851,,MTB,ArrowMark Partners,arrowmarkpartners.com,1,0,1,0
3252343446,,MTB,Bank of Taiwan Los Angeles,botla.us,2,0,2,0
9468664538,,MTB,Bridge Bank,bridgebank.com,1,0,1,0
1382972202,,MTB,Carmody Law,carmodylaw.com,2,0,0,2
6716184489,,MTB,KOW Building Consultants,kowbc.com,1,0,0,1
3921248225,,MTB,LibreMax Capital (Trimaran),trimaranadvisors.com,2,0,1,1
1713487282,,MTB,Opus Bank,opusbank.com,2,0,2,0
2893920358,,MTB,Tompkins Mahopac Bank,TompkinsFinancial.com,2,0,2,0
7671519854,,MTB,Valuation Research,valuationresearch.com,1,1,0,0
4239525584,,MTB,Amegy,amegybank.com,0,0,0,0
6771591779,,MTB,BerryDunn,berrydunn.com,1,0,0,1
9728748529,,MTB,Brightwood,brightwoodlp.com,4,0,2,2
910223035,,MTB,"China Construction Bank Corporation, New York Branch",ccbny.com,1,1,0,0
2461590316,,MTB,"EB-5 New York State, LLC",eb5nys.com,1,0,1,0
983123382,,MTB,Elmwood Asset Management LLC,asbirchgrove.com,2,0,2,0
4253041345,,MTB,Fifth Third Bank,53.com,11,1,5,5
2001834564,,MTB,First Commonwealth,fcbanking.com,10,3,4,3
9860132936,,MTB,FirstBank Florida,firstbankfla.com,6,0,4,2
8202967764,,MTB,PennantPark,pennantpark.com,3,0,1,2
2915809057,,MTB,United Capital Business Lending,ucbl-inc.com,1,0,1,0
5750254849,,MTB,Wells Fargo,wellsfargo.com,34,12,10,12
8546048041,,MTB,Golub Capital,golubcapital.com,3,0,2,1
5803376008,,MTB,Rhinebeck Bank,rhinebeckbank.com,1,0,0,1
6064682788,,MTB,Sullivan & Worcester LLP,sullivanlaw.com,1,0,0,1
5445241722,,MTB,"TCW Group, Inc.",tcw.com,4,0,1,3
9091723631,,MTB,TIAA Global Asset Management,tiaainvestments.com,1,1,0,0
3598244136,,MTB,TriState Capital,tscbank.com,12,1,9,2
7497576804,,MTB,Wilmington Trust,wilmingtontrust.com,2,0,0,2
1723546487,,MTB,Apple Bank,applebank.com,2,0,2,0
3332755256,,MTB,Banesco USA,banescousa.com,3,0,1,2
5428364267,,MTB,Boston Private,bostonprivate.com,3,0,2,1
881373302,,MTB,Comerica Incorporated,comerica.com,1,0,1,0
6071416957,,MTB,Eventus Partners,eventus-partners.com,1,0,0,1
6209469685,,MTB,First National Bank,fnb-corp.com,11,3,3,5
5621387546,,MTB,New York Commercial Bank,mynycb.com,2,0,1,1
2051287105,,MTB,NexBank,nexbank.com,3,0,0,3
5219686361,,MTB,"OZ MANAGEMENT, LLC",sculptor.com,2,0,1,1
8058480977,,MTB,Pathlight Capital,pathlightcapital.com,1,0,0,1
9214873491,,MTB,People's United Bank,peoples.com,9,2,4,3
494047529,,MTB,Sagard Holdings,sagardholdings.com,1,0,1,0
5376940807,,MTB,Shanghai Commercial,shacombank.com.hk,1,1,0,0
5375818919,,MTB,UniBank,unibank.com,1,0,1,0
1215579406,,MTB,"Updike, Kelly & Spellacy",uks.com,2,0,0,2
4064720059,,MTB,WhiteStar Asset Management,whitestaram.com,1,0,1,0
7749423222,,MTB,Z Capital Credit Partners,zcapcredit.net,1,0,1,0
3747006877,,MTB,AgCountry,agcountry.com,2,1,1,0
4058936788,,MTB,Arrow Bank (Saratoga National Bank),arrowbank.com,5,4,0,1
5619773652,,MTB,BancorpSouth,bsx.com,0,0,0,0
1283697107,,MTB,"Dalton & Finegold, LLP",dfllp.com,1,0,0,1
1375788901,,MTB,Garrison Investment Group LP,garrisoninv.com,2,0,2,0
1157554022,,MTB,HTLF Capital Markets,htlf.com,2,0,1,1
7097681662,,MTB,Investors Bank,Investorsbank.com,15,2,9,4
6992528158,,MTB,Mizuho Bank,mizuhogroup.com,1,1,0,0
544203805,,MTB,Pinnacle Financial Partners,PNFP.COM,9,1,3,5
5099316385,,MTB,RBC,rbccm.com,1,0,1,0
8142272162,,MTB,Sandy Spring Bank,sandyspringbank.com,12,2,9,1
715520714,,MTB,Arizona Bank,arizbank.com,1,0,0,1
6380700332,,MTB,"Cerberus Capital Management, L.P.",cerberus.com,2,0,2,0
5410888184,,MTB,Congressional Bank,congressionalbank.com,4,0,1,3
6895105947,,MTB,ESSA Bank & Trust,essabank.com,1,1,0,0
5562114555,,MTB,Madison Capital Funding,mcfllc.com,1,0,1,0
7097464288,,MTB,Marble Point Credit,marblepointcredit.com,1,0,1,0
2689898771,,MTB,Northwest Savings Bank,northwest.com,9,3,5,1
1048739568,,MTB,NXT Capital,nxtcapital.com,3,0,1,2
8823403924,,MTB,Ocean First Bank,OceanFirst.com,19,4,8,7
5123167262,,MTB,Peoples Bank,pebo.com,3,0,3,0
4473551436,,MTB,Whitehawk Capital Partners,whitehawkcapital.com,1,0,1,0
5721317798,,MTB,Artisan Partners,artisanpartners.com,1,0,1,0
7049685945,,MTB,Ballard Spahr,ballardspahr.com,7,3,1,3
5757782303,,MTB,Bank of Ireland,boi.com,3,0,2,1
833834225,,MTB,Cathay General Bancorp,cathaybank.com,3,0,2,1
3836575003,,MTB,Centre 1st Bank,centre1st.bank,1,0,0,1
44295743,,MTB,Coastal States Bank,coastalstatesbank.com,3,0,2,1
3366154603,,MTB,Compeer Financial,compeer.com,8,2,3,3
9415034073,,MTB,People's Security Bank &Trust,psbt.com,1,1,0,0
557697278,,MTB,PNC Bank,pnc.com,15,5,5,5
9013418381,,MTB,Portfolio Advisors,portad.com,3,0,3,0
6161489809,,MTB,"Roberts, Carroll, Feldstein & Pierce",rcfp.com,1,0,1,0
2754982446,,MTB,Robinson & Cole,rc.com,1,0,0,1
4014719742,,MTB,Santander,santander.us,34,8,20,6
3760757816,,MTB,South Shore Bank,southshorebank.com,2,0,1,1
7048914457,,MTB,Veritex,veritexbank.com,3,0,1,2
5798359785,,MTB,Bank Rakyat Indonesia,brinya.com,1,0,1,0
2306563748,,MTB,Emigrant Savings Bank,emigrant.com,5,3,1,1
5030529217,,MTB,Farm Credit East,farmcrediteast.com,5,1,0,4
9400269261,,MTB,First Tennessee Bank,ftb.com,12,1,6,5
2571783339,,MTB,"Henley Enterprises, Inc.",vioc.net,1,0,0,1
9746354681,,MTB,Intrust Bank,intrustbank.com,1,0,1,0
7040939514,,MTB,McCoy & Orta,mccoy-orta.com,1,0,0,1
1992615657,,MTB,MidFirst Bank,midfirst.com,2,0,2,0
918230095,,MTB,Monroe Capital Management,westmonroe.com,4,0,4,0
2611969287,,MTB,"Oaktree Capital Management, L.P.",oaktreecapital.com,5,1,3,1
3296627255,,MTB,Origin Bank,origin.bank,1,0,1,0
1766766131,,MTB,Republic Bank,myrepublicbank.com,6,0,6,0
9676643519,,MTB,Salem Five Bank,salemfive.com,2,2,0,0
8448256411,,MTB,Webster Bank,websterbank.com,49,13,22,14
5013932815,,MTB,Westfield Bank,westfieldbank.com,1,0,1,0
654847842,,MTB,Apogem Capital,apogemcapital.com,2,0,2,0
2399105958,,MTB,Bankwell,mybankwell.com,8,0,6,2
9195245809,,MTB,Blue Hills Bank,bluehillsbank.com,6,0,6,0
2170804778,,MTB,CoBank,cobank.com,6,1,2,3
2423781099,,MTB,First Bank & Trust Company,firstbank.com,2,1,0,1
9608372133,,MTB,Nassau Reinsurance Group,nsre.com,1,0,1,0
9400937021,,MTB,Sumitomo Mitsui,smbcgroup.com,0,0,0,0
4966070954,,MTB,Sun National Bank,sunnb.com,3,2,0,1
2071225003,,MTB,The Union Labor Life Insurance Company (Ullico),ullico.com,2,2,0,0
7303050682,,MTB,"Wellfleet Credit Partners, LLC",blueowl.com,1,0,1,0
6505679584,,Pinnacle,1819 Partners,1819partners.com,1,0,0,1
2193506594,,Pinnacle,1st Source Bank,1stsource.com,0,0,0,0
102768482,,Pinnacle,Academy Bank,academybank.com,1,0,1,0
7957645293,,Pinnacle,Advanced Recovery Systems,advancedrecoverysystems.com,1,0,0,1
2299335616,,Pinnacle,Advocate Capital,advocatecapital.com,1,0,0,1
831933355,,Pinnacle,Advocate Capital,advocatecapital.com,1,0,0,1
8600662225,,Pinnacle,Alliance Partners,alliancepartners.com,0,0,0,0
6185129518,,Pinnacle,Ally Bank,ally.com,0,0,0,0
1613125047,,Pinnacle,Ally Bank,ally.com,0,0,0,0
2897491697,,Pinnacle,Alostar Bank,alostarbank.com,0,0,0,0
893886996,,Pinnacle,Amegy Bank,amegybank.com,1,1,0,0
6219258562,,Pinnacle,Amerant Bank,amerantbank.com,0,0,0,0
3501874225,,Pinnacle,Amerant Bank,amerantbank.com,2,0,1,1
4365220196,,Pinnacle,American Enterprise Bank,aebank.net,0,0,0,0
5634205161,,Pinnacle,Ameris Bank,amerisbank.com,1,0,1,0
5491947533,,Pinnacle,Apple Bank,applebank.com,0,0,0,0
1172789054,,Pinnacle,Apple Bank,applebank.com,2,0,0,2
5232197174,,Pinnacle,Arnall Golden Gregory LLP,agg.com,1,0,0,1
1520490901,,Pinnacle,Aronberg Goldgehn,agdglaw.com,0,0,0,0
104098279,,Pinnacle,Arvest Bank,arvest.com,1,0,0,1
4235690659,,Pinnacle,Associated Bank,associatedbank.com,11,3,2,6
7209682832,,Pinnacle,Atlantic Capital Bank,atlcapbank.com,0,0,0,0
3731548228,,Pinnacle,Atlantic Capital Properties,atlanticcapitalproperties.com,1,0,0,1
744485991,,Pinnacle,Atlantic Community Bankers Bank,acbb.com,1,0,1,0
6036556534,,Pinnacle,Atlantic Companies,atlantic-cos.com,1,0,0,1
2921817962,,Pinnacle,Atlantic Union Bank,atlanticunionbank.com,11,0,3,8
5792175156,,Pinnacle,Axos Bank,axosbank.com,5,1,3,1
3314341796,,Pinnacle,"Baker Donelson Bearman Caldwell & Berkowitz, PC",bakerdonelson.com,1,0,1,0
7515859729,,Pinnacle,Baker McKenzie,bakermckenzie.com,0,0,0,0
5499431536,,Pinnacle,"Baker Tilly Virchow Krause, LLP",bakertilly.com,0,0,0,0
8325546076,,Pinnacle,Banc of California,bancofcal.com,0,0,0,0
6052477825,,Pinnacle,Banco Popular,bpop.com,2,0,0,2
9614239243,,Pinnacle,Banco Sabadell,sabadellbank.com,1,0,1,0
8577414996,,Pinnacle,Bank of America,bofa.com,2,0,2,0
681808659,,Pinnacle,Bank of Hope,bankofhope.com,7,0,6,1
6052619712,,Pinnacle,Bank of Texas,bankoftexas.com,1,0,0,1
3036417682,,Pinnacle,Bank of the West,bmo.com,0,0,0,0
6999923187,,Pinnacle,Bankers Trust,bankerstrust.com,1,1,0,0
3648372103,,Pinnacle,BankOZK,ozk.com,8,2,3,3
9715506229,,Pinnacle,BankPlus,bankplus.net,8,1,1,6
8035228844,,Pinnacle,BankUnited,bankunited.com,3,0,1,2
2883364661,,Pinnacle,Banner Bank,bannerbank.com,0,0,0,0
8038804867,,Pinnacle,Banterra Bank,banterra.bank,1,0,0,1
2501412679,,Pinnacle,Barnes & Thornburg LLP,btlaw.com,1,0,0,1
1790999568,,Pinnacle,Bass Berry + Sims,bassberry.com,5,0,0,5
2595348899,,Pinnacle,BBVA Compass,bbva.com,2,0,0,2
9112003688,,Pinnacle,"BciCapital, Inc.",bcicmg.com,1,0,0,1
1115574025,,Pinnacle,Beacon Bank,beacon.bank,2,1,0,1
1937460921,,Pinnacle,Beal Financial,bealservice.com,0,0,0,0
767846025,,Pinnacle,Beggs & Lane,beggslane.com,1,0,0,1
712177719,,Pinnacle,"Bellinger & Suberg, LLP",bellingersuberg.com,1,0,0,1
8427037699,,Pinnacle,Berkshire Bank,berkshirebank.com,1,0,1,0
4680904167,,Pinnacle,"BH Brightview Innovation Center, LLC",bvsl.net,1,0,0,1
6780929753,,Pinnacle,Blackhawk Bank & Trust,choosethechief.com,0,0,0,0
8069612237,,Pinnacle,Blank Rome LLP,blankrome.com,0,0,0,0
7855597615,,Pinnacle,BMO Harris,bmo.com,7,1,2,4
3703078942,,Pinnacle,BOK Financial,bokf.com,11,1,4,6
6251981831,,Pinnacle,Bradley,bradley.com,9,0,0,9
9679395115,,Pinnacle,Bremer Bank,bremer.com,1,0,0,1
5028109245,,Pinnacle,Bridgepoint Capital,bridgeptcap.com,1,0,0,1
1868397741,,Pinnacle,Bridgeview Bank,bridgeviewbank.com,0,0,0,0
4217835324,,Pinnacle,BRIX,buildonbrix.com,2,0,0,2
331441072,,Pinnacle,Brock Shipe Klenk PLC,bskplc.com,0,0,0,0
1655995751,,Pinnacle,Brock Shipe Klenk PLC,bskplc.com,1,0,0,1
7648595397,,Pinnacle,Brody and Associates,bacpa.com,1,0,0,1
6675040522,,Pinnacle,Brooks Pierce Law Firm,brookspierce.com,1,0,0,1
2094491683,,Pinnacle,Brotschul Potts LLC,brotschulpotts.com,1,0,0,1
1415597982,,Pinnacle,Brown Brothers Harriman,bbh.com,5,1,0,4
2133069549,,Pinnacle,Brown Rudnick,brownrudnick.com,1,0,0,1
4421036375,,Pinnacle,Burke and Herbert,burkeandherbertbank.com,1,1,0,0
2075232882,,Pinnacle,Burr & Forman LLP,burr.com,4,0,0,4
4830109072,,Pinnacle,Busey Bank,busey.com,2,0,0,2
5107030999,,Pinnacle,Butler Snow LLP,butlersnow.com,1,0,0,1
6487517844,,Pinnacle,Byline Bank,bylinebank.com,7,0,2,5
2208329693,,Pinnacle,Cadence Bank,cadencebank.com,42,12,17,13
8106684223,,Pinnacle,Capital Alignment Partners,capfunds.com,1,0,1,0
3989052085,,Pinnacle,Capital Bank,capitalbankmd.com,2,2,0,0
9150404958,,Pinnacle,Capital One,capitalone.com,2,1,1,0
3959299937,,Pinnacle,CapStar Bank,capstarbank.com,6,2,3,1
4282814479,,Pinnacle,Capteris Capital,capteriscapital.com,1,0,1,0
4259357508,,Pinnacle,Carter Bank & Trust,carterbank.com,1,1,0,0
9560905619,,Pinnacle,Cathay Bank,cathaybank.com,1,1,0,0
8790943103,,Pinnacle,CB Bank,cbbank.com,0,0,0,0
5477715936,,Pinnacle,CB&S Bank,cbsbank.net,1,0,1,0
2820917865,,Pinnacle,Celtic Bank,celticbank.com,1,0,0,1
957537396,,Pinnacle,Centennial Bank,my100bank.com,2,1,1,0
3446882568,,Pinnacle,Centier Bank,centier.com,0,0,0,0
6789672773,,Pinnacle,Central Bank (MO),centralbank.net,0,0,0,0
1745941126,,Pinnacle,Central Bank of St. Louis,centralbank.net,3,0,0,3
845736164,,Pinnacle,Central Bank of The Ozarks,centralbank.net,11,1,7,3
8426634844,,Pinnacle,"Challenger, Gray & Christmas, Inc.",challengergray.com,0,0,0,0
3621587407,,Pinnacle,Chambliss Law,chamblisslaw.com,1,0,0,1
796064906,,Pinnacle,Chapman and Cutler,chapman.com,0,0,0,0
2783468073,,Pinnacle,Chemical Bank,chemicalbank.com,0,0,0,0
6450841263,,Pinnacle,Chicago Title Company,ctt.com,1,1,0,0
7006194812,,Pinnacle,CIBC,cibc.com,8,0,3,5
8194323519,,Pinnacle,CIT Bank,cit.com,5,0,3,2
810529575,,Pinnacle,Citibank,citi.com,0,0,0,0
9474517869,,Pinnacle,Citizens Bank,citizensbank.com,4,0,3,1
2554848019,,Pinnacle,Citizens Business Bank,cbbank.com,0,0,0,0
8811404739,,Pinnacle,City National Bank,cnb.com,4,2,1,1
9703021134,,Pinnacle,City National Bank of Florida,bcicmg.com,2,0,1,1
3693688859,,Pinnacle,Clark Hill,clarkhill.com,1,0,0,1
1217612169,,Pinnacle,Clavis Capital Partners,claviscp.com,1,0,0,1
4042630481,,Pinnacle,Coastal States Bank,coastalstatesbank.com,3,1,2,0
9111795073,,Pinnacle,CoBank,cobank.com,2,0,1,1
7047443495,,Pinnacle,Colony Bank,colonybank.com,3,1,1,1
421985658,,Pinnacle,Comerica Bank,comerica.com,5,0,2,3
2232164114,,Santander,Commerce Bank,bankatcommerce.com,11,3,6,2
9010387996,,Pinnacle,CommerceOne,commerceonebank.com,8,1,2,5
1563088972,,Pinnacle,"Community Bank, NA",cbna.com,0,0,0,0
3579740391,,Pinnacle,Community National Bank,communitynationalbank.net,1,0,1,0
7143531323,,Pinnacle,Congressional Bank,ForbrightBank.com,2,0,0,2
1532202073,,Pinnacle,ConnectOne Bank,cnob.com,0,0,0,0
4210521263,,Pinnacle,Cornerstone Financial Advisors,cfallc.com,4,0,0,4
2272905738,,Pinnacle,Corporate Advisory Solutions,corpadvisorysolutiions.com,0,0,0,0
4680614031,,Pinnacle,CresCom Bank,bankwithunited.com,1,1,0,0
4091968503,,Pinnacle,CrossFirst Bank,CrossFirstbank.com,2,0,1,1
5902567572,,Pinnacle,CSC Leasing,cscleasing.com,1,0,1,0
8920937916,,Pinnacle,Customers Bank,customersbank.com,1,0,0,1
4830862225,,Pinnacle,"Customers Commercial Finance, LLC",customersbank.com,2,0,2,0
2417160794,,Pinnacle,"D.W. Beary & Associates, Inc.",qwestoffice.net,0,0,0,0
9584727269,,Pinnacle,Dallas Capital Bank,dallascapitalbank.com,1,0,1,0
1784324812,,Pinnacle,DeBlasio Donnell Attorneys at Law,dd-lawfirm.com,0,0,0,0
6632537925,,Pinnacle,Deutsche Bank Securities - NYC,db.com,0,0,0,0
2631350761,,Pinnacle,Dewitt Carolinas,dewittcarolinas.com,1,0,0,1
1752543341,,Pinnacle,Dogwood State Bank,dsbnc.com,2,0,0,2
6475653203,,Pinnacle,Duff & Phelps,duffandphelps.com,0,0,0,0
8860392454,,Pinnacle,Dykema,dykema.com,0,0,0,0
2957438652,,Pinnacle,Eagle Bank,eaglebankcorp.com,1,0,0,1
9357274408,,Pinnacle,East West Bank,eastwestbank.com,4,1,1,2
753792205,,Pinnacle,"eFormed Partners, LLC",eformedpartners.com,1,0,0,1
8079250165,,Pinnacle,"Ellis, Li & McKinstry",elmlaw.com,1,0,0,1
8918928313,,Pinnacle,Encina Equipment Finance,encinacapital.com,1,0,1,0
6424487427,,Pinnacle,"Endeavor Business Media, LLC",southcomm.com,0,0,0,0
2519821254,,Pinnacle,"Endeavor Business Media, LLC",southcomm.com,1,0,0,1
8732550437,,Pinnacle,Enterprise Bank,enterprisebank.com,2,0,0,2
3546840828,,Pinnacle,Equity Bank,equitybank.com,1,0,1,0
931234167,,Pinnacle,Erickson,erickson.com,1,0,0,1
3289637338,,Pinnacle,Ernst & Young,ey.com,0,0,0,0
7012981855,,Pinnacle,ETS Environmental,ets-environmental.com,1,0,0,1
726504713,,Pinnacle,EverBank,everbank.com,1,0,1,0
5791024767,,Pinnacle,EverBank,everbank.com,0,0,0,0
3492703995,,Pinnacle,FBTCO,fbtco.com,1,0,1,0
1404918186,,Pinnacle,FDIC,fdic.gov,3,0,0,3
7583527833,,Pinnacle,Fifth Third Bank,53.com,12,2,3,7
9556920862,,Pinnacle,Financial Federal (Memphis),finfedmem.com,6,1,2,3
9993977572,,Pinnacle,First American Title Insurance Company,firstam.com,2,0,0,2
7993439951,,Pinnacle,First Bank (MO),fbol.com,0,0,0,0
2154747352,,Pinnacle,First Bank (MO),fbol.com,0,0,0,0
6174791415,,Pinnacle,First Bank (NC),localfirstbank.com,1,0,0,1
9800498226,,Pinnacle,First Bank (NJ),firstbanknj.com,1,0,0,1
7902312045,,Pinnacle,First Bank of Highland Park,firstbankchicago.com,2,0,2,0
7330047872,,Pinnacle,First Citizens Bank,firstcitizens.com,4,0,0,4
7293385726,,Pinnacle,First Commercial Bank,firstcommercialbk.com,3,0,1,2
9041082584,,Pinnacle,First Commonwealth Bank,fcbanking.com,0,0,0,0
7553358382,,Pinnacle,First Farmers & Merchants Bank,myfirstfarmers.com,6,3,1,2
3768167027,,Pinnacle,First Financial Bank,bankatfirst.com,13,2,5,6
6718858609,,Pinnacle,First Financial Bank (TX),ffin.com,0,0,0,0
2997016088,,Pinnacle,First Horizon Bank,firsthorizon.com,32,11,9,12
9832255793,,Pinnacle,First Merchants Bank,firstmerchants.com,13,3,4,6
7652398811,,Pinnacle,First Mid Bank & Trust,firstmid.com,2,0,0,2
3525740161,,Pinnacle,First National Bank of Eastern Arkansas,fnbea.com,1,1,0,0
1213585058,,Pinnacle,First National Bank of Middle Tennessee,fnbmt.com,2,0,2,0
5700849067,,Pinnacle,First National Bank of Pennsylvania,fnb-corp.com,4,1,1,2
1883161259,,Pinnacle,First National Bank of Tennessee,fnboftn.com,1,1,0,0
9621537347,,Pinnacle,First Security Bank,fstsb.com,0,0,0,0
1536754059,,Pinnacle,First United Bank and Trust Company,firstunitedbank.com,1,0,1,0
1313662956,,Pinnacle,First US Bank,firstusbank.com,1,0,1,0
5958429815,,Pinnacle,FirstBank (CO),efirstbank.com,2,0,0,2
4798698777,,Pinnacle,FirstBank (TN),firstbankonline.com,16,7,3,6
82962356,,Pinnacle,FirsTrust Bank,firstrust.com,0,0,0,0
527636861,,Pinnacle,FirstUs Bank,firstusbank.com,3,0,1,2
416270739,,Pinnacle,Flagstar Bank,flagstar.com,16,1,8,7
8118374586,,Pinnacle,FNB Corp,fnb-corp.com,14,4,2,8
2795661939,,Pinnacle,FNB of Omaha,fnbo.com,0,0,0,0
4326539953,,Pinnacle,Foley & Lardner LLP,foley.com,0,0,0,0
9155897084,,Pinnacle,Forbright Bank,forbrightbank.com,0,0,0,0
4821439338,,Pinnacle,Franklin Synergy Bank,FranklinSynergy.com,0,0,0,0
8772514658,,Pinnacle,Freeborn & Peters LLP,freeborn.com,0,0,0,0
3422110412,,Pinnacle,Frost Bank,frostbank.com,6,2,1,3
2086653684,,Pinnacle,Frost Brown Todd,fbtlaw.com,2,0,0,2
4594154462,,Pinnacle,Fulton Bank,fultonbank.com,1,0,1,0
1554925371,,Pinnacle,"Fulton Bank, NA",fultonbank.com,0,0,0,0
7990522222,,Pinnacle,FusionSite Services LLC,fusionsiteservices.com,1,0,0,1
9504854801,,Pinnacle,"Garfield & Merel, LTD",garfield-merel.com,0,0,0,0
6882700717,,Pinnacle,Gateway Ventures Real Estate,gatewayventuresre.com,1,0,0,1
7269412661,,Pinnacle,GE Consumer Finance,ge.com,0,0,0,0
192163704,,Pinnacle,Gebhardt & Smith LLP,gebsmith.com,1,0,0,1
6071091246,,Pinnacle,Georgia Banking Company,georgiabanking.com,6,2,1,3
3707717646,,Pinnacle,Georgia State University,gsu.edu,1,0,0,1
7643071916,,Pinnacle,Goldman Sachs,gs.com,0,0,0,0
4780054604,,Pinnacle,Graystone Consulting,aol.com,0,0,0,0
5304107549,,Pinnacle,Great Southern Bank,greatsouthernbank.com,10,3,5,2
7031026092,,Pinnacle,Greenberg Traurig LLP,gtlaw.com,0,0,0,0
6695691387,,Pinnacle,Greenberg Traurig LLP,gtlaw.com,3,0,1,2
5667563977,,Pinnacle,Grey Company,greyco.com,1,0,0,1
184565939,,Pinnacle,Greystar ,greystar.com,1,0,0,1
7912409186,,Pinnacle,Greystone,greyco.com,2,0,0,2
793171628,,Pinnacle,Grissim and Hodges,grissimhodges.com,1,0,0,1
9184032053,,Pinnacle,Guarantee Bank (MO),gbankmo.com,0,0,0,0
4373794498,,Pinnacle,Guaranty Bank & Trust,gbtonline.com,1,0,1,0
2811975911,,Pinnacle,Hancock Whitney,hancockwhitney.com,2,1,0,1
451894022,,Pinnacle,Hancock Whitney Bank,hancockwhitney.com,34,9,15,10
1015108051,,Pinnacle,Harbert Management Corporation,harbert.net,1,0,1,0
2659099747,,Pinnacle,"Harris Shelton Hanover Walsh, PLLC",harrisshelton.com,1,0,0,1
5254971006,,Pinnacle,Heartland Bank and Trust Company,hbtbank.com,0,0,0,0
3802549102,,Pinnacle,Hilco,hilcoglobal.com,1,0,0,1
681770816,,Pinnacle,Holland & Knight LLP,hklaw.com,2,0,0,2
1751489672,,Pinnacle,"Holt Ney Zatcoff & Wasserman, LLP",hnzw.com,1,0,0,1
2999714855,,Pinnacle,HomeTrust Bank,htb.com,1,0,1,0
7126738308,,Pinnacle,Horwood Marcus & Berk Chartered,hmblaw.com,0,0,0,0
8279311437,,Pinnacle,Howard Bank,howardbank.com,2,0,0,2
4383367463,,Pinnacle,HSBC,us.hsbc.com,0,0,0,0
1835686055,,Pinnacle,HTLF,htlf.com,3,0,0,3
3248241455,,Pinnacle,Huntington Bank,huntington.com,7,0,1,6
4494688841,,Pinnacle,IHS Markit,ihsmarkit.com,2,0,0,2
4325058095,,Pinnacle,Independent Bank,i-bankonline.com,6,5,0,1
7187591498,,Pinnacle,ING Capital LLC,ing.com,0,0,0,0
8717235459,,Pinnacle,Inland Bank,inlandbank.com,0,0,0,0
5133756235,,Pinnacle,Ins Bank,insbank.com,1,0,0,1
3086617234,,Pinnacle,Javelin 19,javelin19.com,1,0,1,0
3812593194,,Pinnacle,Jenner & Block,jenner.com,0,0,0,0
1706832368,,Pinnacle,Joe Craft CPA,joecraftcpa.com,1,0,0,1
4266821108,,Pinnacle,Johnson Bank,johnsonbank.com,0,0,0,0
8580824961,,Pinnacle,JP Morgan Chase,jpmorgan.com,2,0,0,2
2051689251,,Pinnacle,Key Bank,key.com,2,0,0,2
3664464634,,Pinnacle,"Kirk Palmer & Thigpen, P.A.",kptlaw.com,2,0,0,2
1685801636,,Pinnacle,Lakeside Bank,lakesidebank.com,0,0,0,0
7145371718,,Pinnacle,Lee & Associates,lee-associates.com,0,0,0,0
6332579269,,Pinnacle,Leumi,leumiusa.com,0,0,0,0
8436381004,,Pinnacle,Lexecon,lexecon.com,0,0,0,0
6939787809,,Pinnacle,Libertas Funding,libertasfunding.com,1,0,0,1
9667953414,,Pinnacle,Live Oak Banking Company,liveoak.bank,8,1,3,4
7920163846,,Pinnacle,Loeb & Loeb LLP,loeb.com,1,0,0,1
3803698528,,Pinnacle,"Long, Ragsdale & Waters, PC",lrwlaw.com,1,0,0,1
8365607088,,Pinnacle,Loop Capital,loopcapital.com,0,0,0,0
8466188051,,Pinnacle,M&T Bank,mtb.com,8,0,4,4
9272165474,,Pinnacle,Mahoney CPA,mahoneycpa.com,0,0,0,0
3585884607,,Pinnacle,MainSource Bank,mainsourcebank.com,0,0,0,0
3072226227,,Pinnacle,Marquette Bank,emarquettebank.com,0,0,0,0
404497771,,Pinnacle,Marsh Inc.,marsh.com,0,0,0,0
1781180305,,Pinnacle,Martin Tate Morrow,martintate.com,1,0,0,1
4582163302,,Pinnacle,Mayer Brown & Platt,mayerbrown.com,0,0,0,0
2748403005,,Pinnacle,MB Financial Bank,mbfinancial.com,0,0,0,0
9887134251,,Pinnacle,McDonald Hopkins LLC,mcdonaldhopkins.com,0,0,0,0
2170797634,,Pinnacle,McGuireWoods LLP,mcguirewoods.com,0,0,0,0
6609205235,,Pinnacle,Mechanics Bank,mechanicsbank.com,0,0,0,0
1966177469,,Pinnacle,Meta Real Estate Partners,metareps.com,1,0,1,0
9028800099,,Pinnacle,Metropolitan Bank of NY,mcbankny.com,0,0,0,0
5362260399,,Pinnacle,Michael Best,michaelbest.com,1,0,0,1
6520419056,,Pinnacle,Midfirst Bank,midfirst.com,12,0,7,5
8965073061,,Pinnacle,Midland States Bank,centrue.com,0,0,0,0
83293864,,Pinnacle,Midwest BankCentre,midwestbankcentre.com,1,0,1,0
